open,high,low,close,volume,amount,timestamps
359.2,362.09,347.75,350.8,25649,8997669.200000001,2019-01-14
354.06,387.7,351.2,386.18,55765,21535327.7,2019-01-15
384.2,391.85,379.8,387.3,42084,16299133.200000001,2019-01-16
389.2,395.9,382.0,385.45,30285,11673353.25,2019-01-17
391.2,416.4,387.7,409.81,68609,28116654.29,2019-01-18
416.2,425.08,408.08,413.18,47052,19440945.36,2019-01-21
412.2,412.2,391.42,397.2,42122,16730858.4,2019-01-22
393.42,400.7,389.33,391.86,33625,13176292.5,2019-01-23
396.5,404.03,390.88,398.7,29155,11624098.5,2019-01-24
402.08,411.1,396.13,405.9,28986,11765417.399999999,2019-01-25
410.2,420.18,402.23,403.2,36103,14556729.6,2019-01-28
403.7,414.2,394.2,411.2,30343,12477041.6,2019-01-29
411.19,412.42,402.2,402.2,22700,9129940.0,2019-01-30
406.2,415.8,403.76,415.8,36697,15258612.6,2019-01-31
423.24,425.2,415.81,418.87,30521,12784331.27,2019-02-01
421.2,455.7,414.38,451.5,58141,26250661.5,2019-02-11
449.2,451.69,441.4,444.12,35091,15584614.92,2019-02-12
449.2,462.36,443.42,461.45,35677,16463151.65,2019-02-13
457.4,469.86,456.34,463.36,32258,14947066.88,2019-02-14
461.08,461.08,449.22,450.98,23238,10479873.24,2019-02-15
457.2,471.15,457.2,466.2,37746,17597185.2,2019-02-18
467.16,468.7,452.86,456.96,29502,13481233.92,2019-02-19
461.2,461.2,442.26,448.2,37882,16978712.4,2019-02-20
446.2,456.68,443.2,446.45,29850,13326532.5,2019-02-21
443.2,454.69,440.3,452.21,25909,11716308.889999999,2019-02-22
456.95,470.64,444.19,468.53,82623,38711354.19,2019-02-25
474.0,475.38,452.2,453.55,57965,26290025.75,2019-02-26
459.2,484.22,457.2,466.9,65942,30788319.799999997,2019-02-27
464.1,489.62,463.15,481.21,56986,27422233.06,2019-02-28
487.7,516.2,487.2,515.5,63840,32909520.0,2019-03-01
521.2,524.53,503.42,508.06,84586,42974763.160000004,2019-03-04
511.2,515.75,502.08,505.98,44831,22683589.38,2019-03-05
501.2,505.7,492.08,494.2,46731,23094460.2,2019-03-06
488.42,488.42,471.76,474.8,60181,28573938.8,2019-03-07
464.1,473.03,459.85,463.7,52275,24239917.5,2019-03-08
466.24,493.15,466.24,484.74,53057,25718850.18,2019-03-11
490.02,490.03,465.2,471.21,52510,24743237.099999998,2019-03-12
471.7,486.95,471.7,480.2,40561,19477392.2,2019-03-13
483.2,511.2,480.2,504.2,62173,31347626.599999998,2019-03-14
502.2,513.7,491.05,503.5,52401,26383903.5,2019-03-15
505.0,540.73,503.2,536.29,81319,43610566.51,2019-03-18
529.2,534.12,518.5,518.81,40635,21081844.349999998,2019-03-19
516.2,528.5,511.2,519.0,31118,16150242.0,2019-03-20
514.2,519.0,507.7,511.95,32573,16675747.35,2019-03-21
514.42,526.18,511.2,520.2,30518,15875463.600000001,2019-03-22
512.2,514.2,499.5,501.8,37270,18702086.0,2019-03-25
506.2,512.14,490.3,499.2,37596,18767923.2,2019-03-26
507.2,520.08,501.2,514.7,42807,22032762.900000002,2019-03-27
519.63,540.68,511.88,533.0,57567,30683211.0,2019-03-28
561.2,592.88,556.37,580.19,90934,52758997.46000001,2019-03-29
586.2,595.15,577.2,585.2,60935,35659162.0,2019-04-01
586.19,586.19,562.26,576.2,53227,30669397.400000002,2019-04-02
566.32,577.94,560.41,570.7,43057,24572629.900000002,2019-04-03
566.2,592.0,562.4,591.2,55772,32972406.400000002,2019-04-04
626.2,634.2,616.32,626.4,66252,41500252.8,2019-04-08
629.2,634.4,618.71,631.2,47990,30291288.000000004,2019-04-09
629.2,678.1,626.2,674.19,67814,45719520.660000004,2019-04-10
674.2,676.2,631.75,651.4,61103,39802494.199999996,2019-04-11
635.2,646.19,626.21,640.2,48612,31121402.400000002,2019-04-12
657.2,665.2,633.2,633.2,45523,28825163.6,2019-04-15
631.1,666.1,627.42,666.1,46423,30922360.3,2019-04-16
664.2,681.71,651.2,678.2,40761,27644110.200000003,2019-04-17
671.61,680.88,662.42,671.7,19599,13164648.3,2019-04-18
670.16,687.15,657.51,678.76,32380,21978248.8,2019-04-19
685.7,705.09,666.81,675.4,40628,27440151.2,2019-04-22
677.2,707.42,675.4,701.15,48852,34252579.8,2019-04-23
706.08,716.2,677.42,696.2,45227,31487037.400000002,2019-04-24
694.99,700.19,677.42,678.57,39801,27007764.57,2019-04-25
672.5,686.08,671.2,671.2,43278,29048193.6,2019-04-26
671.2,715.2,661.2,698.17,52572,36704193.239999995,2019-04-29
694.2,711.16,689.31,700.2,35943,25167288.6,2019-04-30
651.7,661.2,619.2,632.2,135100,85410220.0,2019-05-06
619.48,640.14,596.42,616.2,100837,62135759.400000006,2019-05-07
586.2,628.0,586.2,610.6,81883,49997759.800000004,2019-05-08
601.2,606.07,568.7,585.01,91545,53554740.449999996,2019-05-09
601.86,636.98,594.39,633.32,79907,50606701.24,2019-05-10
625.06,637.18,610.2,618.2,46637,28830993.400000002,2019-05-13
611.2,632.2,599.2,612.77,59983,36755782.91,2019-05-14
616.44,659.2,616.44,653.2,63124,41232596.800000004,2019-05-15
645.2,658.2,631.2,656.11,44540,29223139.400000002,2019-05-16
653.22,658.5,626.3,632.99,49842,31549487.580000002,2019-05-17
626.2,626.2,597.2,611.16,44408,27140393.279999997,2019-05-20
611.2,636.2,598.22,621.2,42386,26330183.200000003,2019-05-21
621.18,630.2,606.2,614.2,32042,19680196.400000002,2019-05-22
607.2,610.18,582.42,587.2,58059,34092244.800000004,2019-05-23
591.2,611.2,590.64,604.7,44034,26627359.8,2019-05-24
605.3,609.19,586.25,605.2,39162,23700842.400000002,2019-05-27
604.19,633.69,601.22,614.2,74773,45925576.6,2019-05-28
614.21,651.15,614.21,638.11,65647,41890007.17,2019-05-29
636.2,646.19,617.42,631.5,40247,25415980.5,2019-05-30
626.73,633.19,616.2,616.2,35794,22056262.8,2019-05-31
618.2,627.55,612.48,618.2,34479,21314917.8,2019-06-03
621.2,621.63,597.2,601.5,39689,23872933.5,2019-06-04
610.2,612.46,596.2,597.8,34067,20365252.599999998,2019-06-05
601.82,601.97,584.2,588.33,34787,20466235.71,2019-06-06
584.18,605.15,566.2,597.28,55502,33150234.56,2019-06-10
602.2,641.81,601.2,637.09,80106,51034731.54,2019-06-11
632.42,637.19,620.2,632.9,37747,23890076.3,2019-06-12
636.2,638.5,623.2,636.2,32917,20941795.400000002,2019-06-13
637.2,658.5,636.22,639.2,42455,27137236.000000004,2019-06-14
633.2,653.14,632.22,637.8,32769,20900068.2,2019-06-17
643.2,646.2,628.8,643.2,29441,18936451.200000003,2019-06-18
666.2,672.9,658.21,658.21,53726,35362990.46,2019-06-19
658.7,701.7,658.4,701.2,67272,47171126.400000006,2019-06-20
696.17,710.69,690.7,702.5,45927,32263717.5,2019-06-21
704.5,725.89,701.2,713.3,45779,32654160.7,2019-06-24
718.2,725.2,693.2,709.18,51296,36378097.279999994,2019-06-25
711.2,711.2,697.42,706.06,29588,20890903.279999997,2019-06-26
711.2,727.2,707.32,722.55,47978,34666503.9,2019-06-27
726.73,729.62,712.07,724.74,31088,22530717.12,2019-06-28
745.26,776.34,740.96,772.6,52337,40435566.2,2019-07-01
765.74,770.24,756.74,765.74,39061,29910570.14,2019-07-02
760.74,763.74,722.24,728.64,67139,48920160.96,2019-07-03
726.54,731.54,711.96,721.94,46217,33365900.980000004,2019-07-04
726.74,746.74,717.04,740.56,50033,37052438.48,2019-07-05
735.79,738.64,715.74,725.6,33614,24390318.400000002,2019-07-08
720.04,729.74,709.09,716.8,31723,22739046.4,2019-07-09
721.67,731.32,717.74,723.26,28167,20372064.419999998,2019-07-10
730.7,739.12,716.74,722.24,30514,22038431.36,2019-07-11
722.04,732.24,720.75,726.83,28174,20477708.42,2019-07-12
708.54,720.84,691.87,716.67,59870,42907032.9,2019-07-15
716.19,723.04,705.74,708.74,33245,23562061.3,2019-07-16
708.74,713.73,702.87,704.24,25469,17936288.56,2019-07-17
702.24,703.74,687.92,688.24,39253,27015484.72,2019-07-18
695.74,701.54,688.74,696.61,28015,19515529.150000002,2019-07-19
700.74,704.74,690.99,697.76,28125,19624500.0,2019-07-22
703.04,703.33,684.6,694.72,32484,22567284.48,2019-07-23
699.05,700.64,685.43,687.1,46771,32136354.1,2019-07-24
686.71,704.1,678.89,703.74,38256,26922277.44,2019-07-25
702.71,711.74,699.29,705.77,26468,18680320.36,2019-07-26
702.77,720.24,700.75,717.15,26981,19349424.15,2019-07-29
717.24,723.74,711.74,719.67,19538,14060912.459999999,2019-07-30
715.74,722.51,707.33,713.34,22526,16068696.84,2019-07-31
717.25,717.74,693.76,700.04,35090,24564403.599999998,2019-08-01
684.74,698.72,683.74,695.19,39719,27612251.610000003,2019-08-02
685.74,694.74,680.74,683.17,36774,25122893.58,2019-08-05
671.74,688.74,664.54,687.04,43991,30223576.639999997,2019-08-06
690.24,696.27,685.74,685.74,26870,18425833.8,2019-08-07
694.24,714.74,692.74,712.42,38808,27647595.36,2019-08-08
719.24,721.69,699.73,702.77,28462,20002239.74,2019-08-09
751.05,760.84,735.75,759.37,81499,61887895.63,2019-08-12
756.9,766.74,751.42,758.69,30330,23011067.700000003,2019-08-13
770.76,792.64,770.76,784.07,41411,32469122.770000003,2019-08-14
768.74,787.22,768.74,785.64,27237,21398476.68,2019-08-15
790.58,816.32,781.74,795.34,36087,28701434.580000002,2019-08-16
801.74,810.72,789.79,796.62,32868,26183306.16,2019-08-19
