open,high,low,close,volume,amount,timestamps
1111.92,1118.85,1105.08,1108.48,1153200000.0,1278299136000.0,2004-01-02
1108.48,1122.22,1108.48,1122.22,1578200064.0,1771087675822.08,2004-01-05
1122.22,1124.46,1118.4399,1123.67,1494499968.0,1679324779042.56,2004-01-06
1123.67,1126.33,1116.45,1126.33,1704899968.0,1920279980957.44,2004-01-07
1126.33,1131.92,1124.91,1131.92,1868400000.0,2114879328000.0002,2004-01-08
1131.92,1131.92,1120.9,1121.86,1720700032.0,1930384537899.5198,2004-01-09
1121.86,1127.85,1120.9,1127.23,1510200064.0,1702342818142.72,2004-01-12
1127.23,1129.0699,1115.1899,1121.22,1595900032.0,1789355033879.04,2004-01-13
1121.22,1130.75,1121.22,1130.52,1514599936.0,1712285519646.72,2004-01-14
1130.52,1137.11,1124.54,1132.05,1695000064.0,1918824822451.2,2004-01-15
1132.05,1139.83,1132.05,1139.83,1721100032.0,1961761449474.5598,2004-01-16
1139.83,1142.9301,1135.4,1138.77,1698200064.0,1933859286881.28,2004-01-20
1138.77,1149.21,1134.62,1147.62,1757600000.0,2017056911999.9998,2004-01-21
1147.62,1150.51,1143.01,1143.9399,1693699968.0,1937490972023.9233,2004-01-22
1143.9399,1150.3101,1136.85,1141.55,1561200000.0,1782187860000.0,2004-01-23
1141.55,1155.38,1141.0,1155.37,1480600064.0,1710640895943.68,2004-01-26
1155.37,1155.37,1144.05,1144.05,1673100032.0,1914110091609.5999,2004-01-27
1144.05,1149.14,1126.5,1128.48,1842000000.0,2078660160000.0,2004-01-28
1128.48,1134.39,1122.38,1134.11,1921900032.0,2179646045291.5198,2004-01-29
1134.11,1134.17,1127.73,1131.13,1635000064.0,1849397622392.32,2004-01-30
1131.13,1142.45,1127.87,1135.26,1599200000.0,1815507792000.0,2004-02-02
1135.26,1137.4399,1131.33,1136.03,1476899968.0,1677802670647.04,2004-02-03
1136.03,1136.03,1124.74,1126.52,1634800000.0,1841634896000.0,2004-02-04
1126.52,1131.17,1124.4399,1128.59,1566599936.0,1768049021770.24,2004-02-05
1128.59,1142.79,1128.39,1142.76,1477600000.0,1688542176000.0,2004-02-06
1142.76,1144.46,1139.21,1139.8101,1303500032.0,1485742501823.923,2004-02-09
1139.8101,1147.02,1138.7,1145.54,1403900032.0,1608223642657.28,2004-02-10
1145.54,1158.89,1142.33,1157.76,1699299968.0,1967381530951.68,2004-02-11
1157.76,1157.76,1151.4399,1152.11,1464300032.0,1687034709867.5198,2004-02-12
1152.11,1156.88,1143.24,1145.8101,1329200000.0,1523010784920.0,2004-02-13
1145.8101,1158.98,1145.8101,1156.99,1396499968.0,1615736497976.32,2004-02-17
1156.99,1157.4,1149.54,1151.8199,1382400000.0,1592275829760.0,2004-02-18
1151.8199,1158.5699,1146.85,1147.0601,1562800000.0,1792625524279.9998,2004-02-19
1147.0601,1149.8101,1139.0,1144.11,1479600000.0,1692825155999.9998,2004-02-20
1144.11,1146.6899,1136.98,1140.99,1380400000.0,1575022596000.0,2004-02-23
1140.99,1144.54,1134.4301,1139.09,1543600000.0,1758299323999.9998,2004-02-24
1139.09,1145.24,1138.96,1143.67,1360700032.0,1556191805597.4402,2004-02-25
1143.67,1147.23,1138.62,1144.91,1383900032.0,1584440985637.12,2004-02-26
1145.8,1151.6801,1141.8,1144.9399,1540400000.0,1763665421960.0002,2004-02-27
1144.9399,1157.45,1144.9399,1155.97,1497100032.0,1730602723991.04,2004-03-01
